customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Domain,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CustomerID,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
0137-UDEUO,Female,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3134-DSHVC,Female,0.0,No,No,63.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),98.0,6218.45,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161-UUUTA,Male,1.0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821-DPRQE,Male,0.0,Yes,No,68.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543-XRMYR,Female,1.0,No,No,30.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-EWBQU,Female,0.0,No,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,104.7,6333.8,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925-LMHOK,Male,0.0,No,No,15.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608-GMEWB,Male,1.0,No,No,45.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695-AMZUF,Female,0.0,Yes,No,70.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5950.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455-UGQVH,Male,0.0,Yes,No,10.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410-BGQXN,Male,0.0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280-MQRQN,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619-YWUBB,Female,0.0,Yes,No,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7611-YKYTC,Male,0.0,Yes,Yes,22.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.0,1573.95,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037-SGXHH,Male,0.0,Yes,Yes,38.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178-FESZO,Female,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0365-GXEZS,Male,0.0,Yes,No,18.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,1468.75,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0082-OQIQY,Male,0.0,No,No,29.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,2607.6,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087-MVHJH,Female,0.0,No,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603-JANFB,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018-TFTSU,Male,0.0,No,No,12.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),81.7,858.6,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606-SBKRY,Male,0.0,No,No,31.0,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50.05,1523.4,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806-KEXQR,Male,0.0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0667-NSRGI,Female,0.0,Yes,No,48.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,69.55,3435.6,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7083-YNSKY,Female,0.0,No,No,15.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.4,399.6,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6893-ODYYE,Male,0.0,No,No,50.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.1,4549.45,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8242-JSVBO,Male,0.0,No,No,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479-BRAMR,Male,1.0,Yes,No,41.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541-ZPSEA,Male,0.0,Yes,Yes,68.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),80.35,5375.15,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665-NPTGL,Female,1.0,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,2510.7,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139-WUOAH,Male,0.0,No,No,57.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.35,3090.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693-VWVBO,Female,0.0,No,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7434-SHXLS,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6937-GCDGQ,Male,0.0,Yes,Yes,19.0,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0988-JRWWP,Female,0.0,No,No,3.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075-JSDKI,Female,0.0,No,No,59.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.45,1493.1,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908-QCBCA,Female,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644-XYTSV,Male,0.0,Yes,No,42.0,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.15,1626.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711-FLDFB,Female,0.0,No,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,541.15,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873-WOSBC,Male,0.0,Yes,No,67.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1784.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7465-ZZRVX,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,70.35,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975-JMZNT,Male,0.0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251-XFOIL,Female,0.0,No,No,61.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116-IQRFR,Male,0.0,Yes,Yes,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.1,73.1,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714-JTVOV,Female,1.0,Yes,No,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.15,3229.4,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8259-DZLIZ,Female,0.0,Yes,Yes,64.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0442-ZXKVS,Female,1.0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853-WNZSY,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3120-FAZKD,Male,0.0,Yes,Yes,54.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.05,1230.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606-OEGQZ,Female,0.0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.3,454.65,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0225-ZORZP,Male,0.0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.3,235.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702-IOQDC,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489-JMTTN,Female,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6595.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0575-CUQOV,Male,1.0,Yes,No,60.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0967-BMLBD,Female,0.0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178-KFNHS,Female,0.0,No,Yes,12.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.3,909.25,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830-LEWOA,Male,0.0,Yes,Yes,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),103.9,6449.15,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006-MXVRN,Female,0.0,No,No,39.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264-BYWMS,Male,0.0,No,No,55.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658-WYUFB,Female,0.0,No,No,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,1617.5,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327-WKMIE,Male,0.0,No,No,37.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,785.75,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6917-FIJHC,Female,0.0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5329-KRDTM,Male,1.0,Yes,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7797-EJMDP,Female,0.0,No,No,8.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530-VWVGU,Female,0.0,Yes,Yes,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,400.3,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-SGDXK,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,84.3,84.3,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368-NWMCE,Female,0.0,No,No,38.0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633-CDBUW,Male,0.0,No,Yes,17.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.85,1445.95,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0707-HOVVN,Female,1.0,No,No,70.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.5,5212.65,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580-QVLOC,Female,1.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.45,6440.25,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956-MGXOG,Female,0.0,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.6,2244.95,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9274-UARKJ,Female,0.0,No,No,15.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077-HWUYD,Male,0.0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-NWRPA,Female,1.0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8808-ELEHO,Male,1.0,No,No,8.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.25,585.95,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0103-CSITQ,Female,0.0,Yes,No,57.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.4,6252.7,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506-LCJDC,Male,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671-KKKOS,Female,0.0,Yes,No,46.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7305-ZWMAJ,Male,0.0,Yes,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,587.1,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518-XXBXE,Male,1.0,Yes,No,10.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3,720.45,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934-HXCFZ,Male,0.0,Yes,No,23.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578-KRMAW,Male,0.0,No,No,32.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860-IJUDE,Male,0.0,No,No,13.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.65,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666-WKRON,Female,0.0,No,No,39.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9688-YGXVR,Female,0.0,No,No,44.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,3973.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0423-UDIJQ,Male,1.0,No,No,9.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,447.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945-XISKS,Female,0.0,Yes,No,67.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910-AQFFX,Male,0.0,Yes,Yes,9.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154-KVJFF,Female,0.0,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,1111.85,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5360-LJCNJ,Female,0.0,Yes,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607-FBDFF,Male,0.0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49.0,49,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647-ERGBE,Female,0.0,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3046.15,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428-XZMAZ,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100-DDVRV,Male,0.0,Yes,No,17.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.8,836.35,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378-TOVMS,Female,0.0,No,No,3.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,272.2,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355-HBJHH,Male,0.0,Yes,Yes,67.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.7,5293.4,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728-WYQBC,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,20.95,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9058-CBREO,Female,1.0,No,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.55,50.55,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029-FEGVJ,Female,1.0,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.3,2570,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216-KAOID,Male,0.0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,798.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0318-QUUOB,Male,0.0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145-NNPNO,Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.15,44.15,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520-FVEWJ,Female,0.0,Yes,Yes,12.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,916.9,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339-TJFEK,Male,0.0,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572-ZDXHY,Female,0.0,No,No,22.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,Yes,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074-GUHPQ,Female,0.0,No,Yes,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625-XMOYM,Female,0.0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.25,1988.05,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827-MWCZK,Male,0.0,Yes,Yes,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385-TQOZW,Female,0.0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,147.55,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914-XRFQB,Male,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8424.9,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329-YPDDQ,Male,0.0,No,No,20.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.2,2203.7,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804-NCPET,Male,0.0,Yes,Yes,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,No,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
